institution_id,inspection_date,institution_type,status,infrastructure_score,faculty_score,student_performance_score,compliance_level,overall_score
191,2024-05-16 21:53:47.291572,Pharmacy,In Progress,0.7430002468988015,0.7056247938774876,0.7140408225532049,Fully Compliant,0.9075076583380741
192,2024-10-18 21:53:47.291572,Pharmacy,In Progress,0.7885999433672755,0.9756273917801166,0.5360635751917875,Fully Compliant,0.6303375788702967
193,2024-12-21 21:53:47.291572,Applied Arts and Crafts,Scheduled,0.5218695361544736,0.8545497126133497,0.799913186015821,Partially Compliant,0.6484478371340214
194,2024-08-06 21:53:47.291572,Engineering,In Progress,0.5615016475618728,0.7298047200701369,0.44806343596576137,Fully Compliant,0.5003137583142281
195,2024-09-28 21:53:47.291572,Applied Arts and Crafts,In Progress,0.7793211982252126,0.707804744916909,0.6651002228811728,Partially Compliant,0.9815470654489012
196,2024-12-04 21:53:47.291572,Applied Arts and Crafts,Completed,0.6715836765863291,0.6763706340286574,0.4980200550390521,Fully Compliant,0.9587724472981725
197,2024-05-13 21:53:47.291572,Pharmacy,Scheduled,0.864586743774724,0.8778563835574911,0.51067543063593,Non-Compliant,0.8822841318797152
198,2025-02-03 21:53:47.291572,Management,In Progress,0.8261458242959698,0.6874862451991709,0.5213763694949222,Fully Compliant,0.5395380104883241
199,2024-07-02 21:53:47.291572,Engineering,Scheduled,0.9228021814949534,0.8381213063709956,0.6320242342263868,Partially Compliant,0.7237514448497541
200,2024-06-05 21:53:47.291572,Pharmacy,In Progress,0.8462464133346126,0.705854010770143,0.4306901233722386,Partially Compliant,0.5509458769857765
201,2024-12-04 21:53:47.291572,Management,In Progress,0.7149655386950741,0.8647875779175473,0.638676064557459,Non-Compliant,0.5079601336313992
202,2024-12-16 21:53:47.291572,Management,In Progress,0.8364833111972162,0.9259758914162157,0.7070244682688205,Partially Compliant,0.8080914826062986
203,2024-12-04 21:53:47.291572,Architecture,Completed,0.6376905871277092,0.9112100972578613,0.6899765709797951,Fully Compliant,0.9804147085400943
204,2025-01-05 21:53:47.291572,Engineering,Completed,0.6531567493891064,0.9043405323723127,0.6296704602418244,Fully Compliant,0.9514340117160751
205,2024-09-21 21:53:47.291572,Management,Completed,0.8944925799603967,0.6750889622769009,0.9034879648424515,Non-Compliant,0.8483774074677022
206,2024-12-04 21:53:47.291572,Pharmacy,Scheduled,0.723209758200791,0.6353539787938075,0.4871960154523025,Partially Compliant,0.5483202920824357
207,2025-03-25 21:53:47.291572,Architecture,Scheduled,0.8991901702591762,0.8795795313949542,0.7034180462688244,Non-Compliant,0.6370820188361501
208,2024-11-17 21:53:47.291572,Engineering,Completed,0.9112111868341393,0.7473388855177405,0.4372248501739326,Fully Compliant,0.6600283634426455
209,2024-08-19 21:53:47.291572,Applied Arts and Crafts,Scheduled,0.9287811688306419,0.7729384905613389,0.4426934073267459,Non-Compliant,0.8815750288727806
210,2025-02-01 21:53:47.291572,Pharmacy,In Progress,0.9583176179206037,0.6124596371173564,0.7443195098062578,Partially Compliant,0.901124589617557
211,2024-04-18 21:53:47.291572,Management,In Progress,0.7154926102566481,0.7038305797100197,0.7396110549326926,Non-Compliant,0.6925530614949602
212,2024-08-15 21:53:47.291572,Management,In Progress,0.6594334091605694,0.6134705615497856,0.9268201077066742,Partially Compliant,0.7089419983088048
213,2024-08-14 21:53:47.291572,Pharmacy,Completed,0.7910993732970569,0.9516743090404991,0.7347242053960439,Partially Compliant,0.5222545196380857
214,2024-11-21 21:53:47.291572,Management,Scheduled,0.6855862117188138,0.6973586732874122,0.9758746122429102,Fully Compliant,0.6445683592093805
215,2024-11-17 21:53:47.291572,Architecture,Completed,0.8005370834001164,0.8229348678292032,0.4292169090399579,Fully Compliant,0.72564258858882
216,2025-02-02 21:53:47.291572,Engineering,Scheduled,0.8527929313219123,0.6155917282644522,0.45880461086844465,Fully Compliant,0.5584915231926288
217,2024-10-06 21:53:47.291572,Architecture,In Progress,0.8442025092460684,0.8667389565222632,0.42643951694222887,Partially Compliant,0.7266337303775107
218,2024-08-21 21:53:47.291572,Management,Completed,0.6872764435100607,0.7292109383016375,0.511166110200124,Non-Compliant,0.9265879061289002
219,2024-10-18 21:53:47.291572,Applied Arts and Crafts,Scheduled,0.5834301008493764,0.9591676747830663,0.7247620665650069,Partially Compliant,0.7906605098625267
220,2024-09-10 21:53:47.291572,Engineering,Scheduled,0.7152646692311038,0.9552472755736143,0.7873433088564568,Fully Compliant,0.5394649275192062
221,2024-07-23 21:53:47.291572,Engineering,In Progress,0.5712970720409544,0.7301162473446992,0.4273510947692013,Fully Compliant,0.5958356594151372
222,2024-05-07 21:53:47.291572,Pharmacy,Completed,0.9450485175919041,0.9603843582761872,0.9675825339073596,Non-Compliant,0.7372721750792781
223,2024-09-05 21:53:47.291572,Pharmacy,Completed,0.6729387303689287,0.9984630693995116,0.9052992259902286,Fully Compliant,0.6807435749109061
224,2024-09-24 21:53:47.291572,Applied Arts and Crafts,Completed,0.5772298736116619,0.9301662656495793,0.5779674892942559,Fully Compliant,0.6793635097730494
225,2024-11-24 21:53:47.291572,Engineering,In Progress,0.5127238799528755,0.9379485391020916,0.4463125181358808,Fully Compliant,0.7646337240717951
226,2024-07-15 21:53:47.291572,Applied Arts and Crafts,Completed,0.8229111931432421,0.699603494443636,0.5019322439314344,Non-Compliant,0.7921979607947287
227,2024-06-06 21:53:47.291572,Pharmacy,In Progress,0.8184511587273716,0.8306809595431025,0.4761666482529836,Partially Compliant,0.8984307851380955
228,2024-06-20 21:53:47.291572,Pharmacy,In Progress,0.6703020832906459,0.6269023655869471,0.4739702675793681,Fully Compliant,0.6704832817312423
229,2024-05-06 21:53:47.291572,Engineering,In Progress,0.5358559444238256,0.6379671747286678,0.7111370131994403,Non-Compliant,0.9027331415202934
230,2024-12-19 21:53:47.291572,Architecture,Scheduled,0.704814447447616,0.9995570448133162,0.5475084654960402,Fully Compliant,0.6693056145563163
231,2024-09-10 21:53:47.291572,Management,Completed,0.6556087475316967,0.7306556997703644,0.6148838299174867,Non-Compliant,0.527716494470617
232,2024-07-30 21:53:47.291572,Pharmacy,Completed,0.8385603198675047,0.8992735648195385,0.9937032000305934,Fully Compliant,0.7770938255023956
233,2024-11-03 21:53:47.291572,Pharmacy,In Progress,0.8028896247263452,0.9226660212107266,0.8105885493552069,Non-Compliant,0.7939511624474073
234,2024-12-20 21:53:47.291572,Architecture,In Progress,0.68229686409877,0.9432093084028916,0.9693884002282008,Fully Compliant,0.96727012281093
235,2024-09-07 21:53:47.291572,Architecture,Completed,0.608946277127495,0.9990513189608626,0.48553393301986936,Partially Compliant,0.8630306630312372
236,2024-11-23 21:53:47.291572,Applied Arts and Crafts,In Progress,0.994017983077796,0.6965985941027472,0.6292836848995416,Fully Compliant,0.9588863262472198
237,2024-09-21 21:53:47.291572,Applied Arts and Crafts,Completed,0.7270008105980574,0.6161403307438799,0.7328390819694126,Non-Compliant,0.9541736051215048
238,2024-05-05 21:53:47.291572,Management,Scheduled,0.8441371178901185,0.7644766071978344,0.44605483713324284,Fully Compliant,0.802287055129121
239,2024-04-12 21:53:47.291572,Management,In Progress,0.5702764837891804,0.6520322679315788,0.4025124661767747,Partially Compliant,0.7638810326682237
240,2024-07-11 21:53:47.291572,Engineering,Completed,0.7427948498296989,0.608970355664822,0.8022606002781505,Fully Compliant,0.7787204835818
241,2024-10-30 21:53:47.291572,Applied Arts and Crafts,In Progress,0.5137683599347327,0.7441707308565945,0.7850917100808612,Non-Compliant,0.989165403838624
242,2024-07-18 21:53:47.291572,Pharmacy,Completed,0.7527275589552249,0.9134953004300945,0.6464732859997671,Non-Compliant,0.8865838458734794
243,2024-04-15 21:53:47.291572,Applied Arts and Crafts,Completed,0.9820087035588512,0.8264722764900283,0.6937864456192195,Partially Compliant,0.5531329523961979
244,2024-10-31 21:53:47.291572,Pharmacy,In Progress,0.6921033564929001,0.7251111956841416,0.6492658003552538,Non-Compliant,0.8892142033907
245,2024-10-30 21:53:47.291572,Architecture,Scheduled,0.5194980062874558,0.8617368021970879,0.4144030269069333,Fully Compliant,0.585269024449113
246,2024-04-09 21:53:47.291572,Applied Arts and Crafts,Completed,0.5154778954596717,0.6928072721235243,0.6012229637304775,Fully Compliant,0.7236752745028128
247,2024-09-09 21:53:47.291572,Architecture,Completed,0.6939933799734348,0.605752578428834,0.506249353238374,Fully Compliant,0.6052298360882671
248,2024-05-23 21:53:47.291572,Management,Completed,0.580012468231597,0.905741354574571,0.45905451346082127,Non-Compliant,0.8447915327666149
249,2024-11-19 21:53:47.291572,Management,Scheduled,0.511676048164093,0.8494972339456036,0.9740322603336099,Fully Compliant,0.9386548680965179
250,2025-02-16 21:53:47.291572,Engineering,Scheduled,0.8781068069750884,0.904921049800384,0.7596158350252994,Fully Compliant,0.6451809426833405
251,2024-04-23 21:53:47.291572,Applied Arts and Crafts,In Progress,0.7292615044409454,0.6155752066750663,0.8371937705419616,Fully Compliant,0.5410053706040938
252,2024-04-01 21:53:47.291572,Architecture,Scheduled,0.6446223859863273,0.9348478511322609,0.5892182459596705,Partially Compliant,0.6492465490374817
253,2024-11-18 21:53:47.291572,Pharmacy,In Progress,0.9500415915082403,0.8478104800145213,0.6358882776964091,Non-Compliant,0.8361809289660972
254,2024-07-03 21:53:47.291572,Management,In Progress,0.5580694801002628,0.825358140285056,0.5421543963380341,Non-Compliant,0.664380063777225
255,2024-10-27 21:53:47.291572,Management,Scheduled,0.9779594144776595,0.8498456192458126,0.4581794025792549,Non-Compliant,0.6390560837769017
256,2024-06-02 21:53:47.291572,Pharmacy,In Progress,0.6569833586886764,0.9457732987473456,0.5074189824649503,Partially Compliant,0.5922175952921325
257,2024-12-18 21:53:47.291572,Architecture,Scheduled,0.9442018361543406,0.8347746026235628,0.8785084271778916,Non-Compliant,0.7487582134372168
258,2024-07-07 21:53:47.291572,Architecture,In Progress,0.8014714382397308,0.8323801519552717,0.8065274831102656,Partially Compliant,0.6379744140785938
259,2024-07-18 21:53:47.291572,Applied Arts and Crafts,Scheduled,0.9133536798707438,0.9962716628263063,0.7281573255912861,Partially Compliant,0.8655051745697415
260,2024-11-03 21:53:47.291572,Applied Arts and Crafts,Scheduled,0.9920065816052321,0.9026920668274272,0.6850539237200608,Non-Compliant,0.5383112009961013
261,2024-04-15 21:53:47.291572,Engineering,In Progress,0.6442027189093729,0.7769175221804541,0.9534605701936747,Fully Compliant,0.8320165165556588
262,2024-12-05 21:53:47.291572,Management,Completed,0.9805677427037964,0.8829588000131711,0.44364096866720104,Fully Compliant,0.6187800072838849
263,2025-01-26 21:53:47.291572,Applied Arts and Crafts,In Progress,0.6947409474512102,0.7556921886767154,0.5683604879427496,Non-Compliant,0.7446396305258016
264,2025-03-25 21:53:47.291572,Architecture,Scheduled,0.6927559523684612,0.6915501849933996,0.6099627121424285,Non-Compliant,0.6430449610156304
265,2024-05-27 21:53:47.291572,Pharmacy,Completed,0.6701935521272528,0.8387407507551038,0.8694554873276727,Partially Compliant,0.8613843380053978
266,2024-07-16 21:53:47.291572,Architecture,In Progress,0.7707038036737925,0.9712728392455806,0.9955087720971828,Non-Compliant,0.9726535201258184
267,2024-11-07 21:53:47.291572,Management,In Progress,0.5770725215892436,0.9716558080061851,0.5444023088542919,Partially Compliant,0.9585383897349067
268,2025-02-18 21:53:47.291572,Architecture,In Progress,0.7768557426790056,0.7367621112421961,0.9245844004822483,Non-Compliant,0.7917131075720456
269,2024-10-18 21:53:47.291572,Engineering,Completed,0.770852406205002,0.811070986488678,0.8983736562590747,Fully Compliant,0.7313051516284892
270,2025-03-18 21:53:47.291572,Management,Scheduled,0.880950906302435,0.6846543594279445,0.53479443858506,Fully Compliant,0.9091502547196909
271,2024-08-06 21:53:47.291572,Pharmacy,In Progress,0.9168249809687927,0.9982524437995534,0.6395995481195336,Non-Compliant,0.841663181313865
272,2024-12-18 21:53:47.291572,Engineering,In Progress,0.720220675156212,0.9924471631471743,0.6458037215755115,Partially Compliant,0.5917820571084664
273,2024-10-31 21:53:47.291572,Management,In Progress,0.6511666246757468,0.8598035718829788,0.9869324011159349,Fully Compliant,0.9104596068065001
274,2024-05-27 21:53:47.291572,Pharmacy,In Progress,0.6296674486585472,0.9217656238709894,0.508535140827339,Partially Compliant,0.7144421946973551
275,2024-08-31 21:53:47.291572,Engineering,In Progress,0.597311918352436,0.88604006451348,0.8794947826628692,Non-Compliant,0.5944928299855876
276,2024-11-16 21:53:47.291572,Engineering,Scheduled,0.5288237910995124,0.8372632876157873,0.600515628503866,Non-Compliant,0.6408986751982462
277,2024-10-26 21:53:47.291572,Management,Scheduled,0.6712239894173566,0.6213391987955591,0.8385222074656962,Fully Compliant,0.6337635151241712
278,2025-02-01 21:53:47.291572,Applied Arts and Crafts,In Progress,0.6351238460653916,0.7819057370210645,0.6520066025773977,Non-Compliant,0.7596034873017301
279,2024-11-27 21:53:47.291572,Engineering,Completed,0.9832086929332037,0.8699145208669642,0.747015857869924,Fully Compliant,0.6171850453389378
280,2024-10-17 21:53:47.291572,Engineering,Scheduled,0.7788544131250219,0.8710126455534739,0.8995670639956787,Partially Compliant,0.5617832437007881
281,2024-12-01 21:53:47.291572,Pharmacy,Completed,0.6736385195152538,0.7492490473689535,0.8824993389903305,Fully Compliant,0.5618454253068803
282,2025-01-11 21:53:47.291572,Architecture,Scheduled,0.790233800496848,0.9766767946632122,0.9198539101238201,Fully Compliant,0.7916380985695484
283,2024-12-04 21:53:47.291572,Management,In Progress,0.5695983506728477,0.6669428128947124,0.43577039520679545,Partially Compliant,0.8673796444246893
284,2024-12-13 21:53:47.291572,Management,Scheduled,0.7220218746011015,0.8001437784862242,0.815230331823847,Fully Compliant,0.6607665044191704
285,2024-04-21 21:53:47.291572,Applied Arts and Crafts,In Progress,0.8131171607105319,0.876353590620329,0.48399242603305775,Fully Compliant,0.5173253549070085
286,2024-07-16 21:53:47.291572,Applied Arts and Crafts,Scheduled,0.7444489158962257,0.8788543223567237,0.6494911408110466,Non-Compliant,0.5636124434685054
287,2024-08-12 21:53:47.291572,Management,In Progress,0.7008894003271622,0.8594555827075262,0.7291530490328131,Partially Compliant,0.9573472801685285
288,2024-12-05 21:53:47.291572,Applied Arts and Crafts,In Progress,0.996924194449849,0.7101152853807441,0.6416436908480985,Fully Compliant,0.7467718297947266
289,2024-12-18 21:53:47.291572,Pharmacy,In Progress,0.9401573810744634,0.6624826274746488,0.7117670054818045,Partially Compliant,0.7267864048075874
290,2024-10-25 21:53:47.291572,Management,In Progress,0.8117029790797201,0.8543761307306843,0.9979157852791715,Partially Compliant,0.5190245891550455
291,2024-04-12 21:53:47.291572,Applied Arts and Crafts,Completed,0.7846886805911414,0.839720846455775,0.48113038822771287,Fully Compliant,0.8643185111584495
292,2024-04-23 21:53:47.291572,Management,In Progress,0.810330239912292,0.6717424041156964,0.8052736272018554,Non-Compliant,0.7640340404660395
293,2024-09-14 21:53:47.291572,Architecture,Completed,0.6006560539112167,0.8820556582282253,0.6376005798313691,Partially Compliant,0.6010404680432604
294,2024-05-21 21:53:47.291572,Engineering,Completed,0.6975688716321593,0.7820687966934625,0.4798058793443973,Fully Compliant,0.5550368800905285
295,2024-10-15 21:53:47.291572,Management,In Progress,0.5197297664454497,0.8671042366412611,0.49524205802458576,Partially Compliant,0.6916939318159993
296,2024-08-31 21:53:47.291572,Engineering,Completed,0.7377730187434133,0.9349468319080603,0.9695638637473701,Non-Compliant,0.9185809820975128
297,2024-10-09 21:53:47.291572,Applied Arts and Crafts,Scheduled,0.7715122919788315,0.6678913714307693,0.9277608980270572,Non-Compliant,0.9326472796005123
298,2024-10-17 21:53:47.291572,Engineering,In Progress,0.6138748680516048,0.6076579471987347,0.9442251762490131,Non-Compliant,0.8014231901978182
299,2025-01-18 21:53:47.291572,Management,Completed,0.9820144235827568,0.9116410345583147,0.994919665496432,Fully Compliant,0.8637682136150713
300,2024-06-11 21:53:47.291572,Architecture,In Progress,0.954727305468621,0.8438789700610464,0.5249892340051108,Fully Compliant,0.5575778937014352
301,2024-06-23 21:53:47.291572,Applied Arts and Crafts,In Progress,0.8610716177279529,0.8798558278488486,0.613263602418437,Non-Compliant,0.7940630327339274
302,2024-05-27 21:53:47.291572,Management,In Progress,0.7666933143826813,0.9352619899954571,0.80153141795492,Fully Compliant,0.8334828517435908
303,2024-11-12 21:53:47.291572,Applied Arts and Crafts,Completed,0.9349845798238425,0.9211243739298002,0.6902815239163884,Non-Compliant,0.6003564214568962
304,2024-09-13 21:53:47.291572,Pharmacy,Scheduled,0.5653261719117315,0.9843680587715299,0.6510337200270001,Fully Compliant,0.9400773664551294
305,2024-11-19 21:53:47.291572,Engineering,Scheduled,0.8952548971374426,0.8143740315408473,0.6146867496013558,Non-Compliant,0.5974983687605099
306,2025-02-22 21:53:47.291572,Pharmacy,Completed,0.5624104069834241,0.7953982530639622,0.7562683791660714,Partially Compliant,0.6567386799232252
307,2024-10-02 21:53:47.291572,Management,In Progress,0.8971053312747027,0.760754879956292,0.7453560571840492,Non-Compliant,0.8102784235117293
308,2025-03-05 21:53:47.291572,Architecture,Completed,0.6378837841256785,0.6614764171376818,0.4968747004385441,Non-Compliant,0.8191750325653654
309,2024-08-01 21:53:47.291572,Applied Arts and Crafts,Completed,0.9385452905090945,0.829042893152809,0.6830439025110635,Fully Compliant,0.8496923704936836
310,2024-10-20 21:53:47.291572,Engineering,Completed,0.9720210469126989,0.7108050097303915,0.7320830657259099,Fully Compliant,0.5560058565341028
311,2025-02-17 21:53:47.291572,Applied Arts and Crafts,In Progress,0.5743979847025578,0.9685230048851902,0.7421721632388343,Fully Compliant,0.9247322149642776
312,2024-08-09 21:53:47.291572,Management,Completed,0.7313378025326968,0.833276321710839,0.5260643157474111,Fully Compliant,0.7664235661416299
313,2024-03-27 21:53:47.291572,Applied Arts and Crafts,In Progress,0.9904936890813425,0.837136072203244,0.845362835351372,Fully Compliant,0.7356608970525342
314,2025-02-04 21:53:47.291572,Engineering,Completed,0.7417037179865733,0.741969864350804,0.4151194568926418,Fully Compliant,0.9905488122567547
315,2024-07-06 21:53:47.291572,Management,Scheduled,0.9317737612572725,0.620795740791083,0.6128991133258976,Partially Compliant,0.8701891484705099
316,2024-06-17 21:53:47.291572,Applied Arts and Crafts,Completed,0.7943657610656599,0.6126975061491954,0.8681275891213801,Non-Compliant,0.5590030133096875
317,2025-02-28 21:53:47.291572,Architecture,Completed,0.687664953959801,0.769334057661279,0.7383357526332415,Non-Compliant,0.8782695836131204
318,2024-08-13 21:53:47.291572,Management,Scheduled,0.642891777762935,0.6338261512388951,0.5566974595065162,Non-Compliant,0.5476244669864347
319,2024-06-23 21:53:47.291572,Management,In Progress,0.6016115455430436,0.8427387822160557,0.8169718716058286,Partially Compliant,0.5137352812564924
320,2024-06-14 21:53:47.291572,Architecture,In Progress,0.8808990956888486,0.952389202255863,0.740434566493644,Non-Compliant,0.7018129476349486
321,2024-12-20 21:53:47.291572,Pharmacy,Completed,0.6932702534115139,0.9531659266074889,0.8777461656738323,Partially Compliant,0.9967890864096094
322,2024-06-16 21:53:47.291572,Engineering,Scheduled,0.7556377311003756,0.8636181640528929,0.841015111713894,Partially Compliant,0.5874419680974313
323,2024-05-14 21:53:47.291572,Pharmacy,In Progress,0.746162740000591,0.6844927325891724,0.7660647532217408,Partially Compliant,0.8363221717633951
324,2024-05-27 21:53:47.291572,Applied Arts and Crafts,Completed,0.7886395146165657,0.9451987325435488,0.6929066051864885,Non-Compliant,0.5866980331030597
325,2024-10-31 21:53:47.291572,Architecture,Scheduled,0.9327885728122761,0.9544373741252833,0.4799092754005141,Partially Compliant,0.862393487479193
326,2025-03-23 21:53:47.291572,Pharmacy,In Progress,0.9903696717917148,0.6786614339811835,0.5567998107312303,Non-Compliant,0.7526768341189131
327,2025-02-20 21:53:47.291572,Management,In Progress,0.7037921042869084,0.894970434308271,0.6514596837502511,Non-Compliant,0.8399858550446881
328,2024-09-16 21:53:47.291572,Applied Arts and Crafts,Scheduled,0.9137594610531515,0.7146078195708492,0.7595795722038332,Fully Compliant,0.6014365879571173
329,2025-02-06 21:53:47.291572,Applied Arts and Crafts,Scheduled,0.8822638973273589,0.9210561249411718,0.7082247131291829,Fully Compliant,0.872814166260251
330,2025-03-10 21:53:47.291572,Pharmacy,Scheduled,0.7867644757277866,0.9988951599614411,0.5729107155757177,Partially Compliant,0.9978095298113534
331,2024-10-06 21:53:47.291572,Pharmacy,Scheduled,0.9780235718059666,0.6120104021317571,0.40387861467382635,Partially Compliant,0.8328252503129798
332,2024-08-19 21:53:47.291572,Architecture,Completed,0.6002372577642014,0.9589463463163728,0.6977435331404884,Non-Compliant,0.7467399990364388
333,2024-10-20 21:53:47.291572,Engineering,Scheduled,0.5546321051548107,0.8490522134394632,0.5713755931373459,Partially Compliant,0.9615869943096325
334,2025-02-09 21:53:47.291572,Pharmacy,In Progress,0.9269809834777111,0.9893530476659285,0.8407649804263211,Partially Compliant,0.5079259211159382
335,2025-03-21 21:53:47.291572,Pharmacy,In Progress,0.7195749083168741,0.786003807010571,0.41436775916229013,Non-Compliant,0.8649617596429106
336,2024-12-18 21:53:47.291572,Management,Completed,0.9234844271035303,0.9389551722285495,0.7508966867834745,Partially Compliant,0.9443732584069064
337,2024-08-06 21:53:47.291572,Applied Arts and Crafts,In Progress,0.9465451025977074,0.6249576274393108,0.9648845425036392,Partially Compliant,0.5308372918104787
338,2025-02-18 21:53:47.291572,Engineering,In Progress,0.5312287968095357,0.7341116200313182,0.5046455602668998,Non-Compliant,0.7250320852078791
339,2024-06-20 21:53:47.291572,Management,Scheduled,0.9417323814930303,0.626806615100484,0.6829896944503573,Non-Compliant,0.6023597269749994
340,2024-04-12 21:53:47.291572,Architecture,In Progress,0.724159527684711,0.9901372533916282,0.45485319509028294,Fully Compliant,0.783259082793915
341,2024-05-29 21:53:47.291572,Architecture,Completed,0.7552162445021161,0.9267895629087347,0.7754091473568117,Non-Compliant,0.8247714793018303
342,2024-09-27 21:53:47.291572,Pharmacy,Scheduled,0.8132962555466051,0.9410189684983882,0.7303190083577353,Fully Compliant,0.6513115914643774
343,2024-12-22 21:53:47.292576,Pharmacy,Scheduled,0.9631913033650434,0.9751860925735577,0.6444193145276994,Partially Compliant,0.7299908348390505
344,2024-12-18 21:53:47.292576,Architecture,Completed,0.509558047214882,0.6340413944479141,0.7128262128842447,Non-Compliant,0.6396697426382798
345,2024-09-20 21:53:47.292576,Pharmacy,Scheduled,0.7384217341589085,0.7542390370053333,0.9379447950814062,Non-Compliant,0.6846955822275569
346,2024-12-01 21:53:47.292576,Engineering,Scheduled,0.8438610212152804,0.6284139556176008,0.5177765813866402,Non-Compliant,0.5797699783442118
347,2024-09-17 21:53:47.292576,Pharmacy,Completed,0.8613534788491142,0.6843172406200114,0.4135387070232084,Partially Compliant,0.9427797217928158
348,2024-07-17 21:53:47.292576,Applied Arts and Crafts,Scheduled,0.846266215768554,0.691746310815069,0.9169989308194606,Fully Compliant,0.5050052052795682
349,2024-10-17 21:53:47.292576,Pharmacy,Completed,0.5672175647040609,0.7876428844190315,0.7462702494327439,Partially Compliant,0.9412045932218942
350,2024-07-14 21:53:47.292576,Management,Completed,0.6496977941858406,0.707424866981457,0.9343950732771055,Partially Compliant,0.7858394391748693
351,2024-05-08 21:53:47.292576,Engineering,In Progress,0.6793577627085068,0.6403912427271045,0.7581671340479035,Non-Compliant,0.6658289220885087
352,2024-11-19 21:53:47.292576,Management,In Progress,0.9022186038397525,0.6669964356376431,0.8860966539758215,Fully Compliant,0.8615285627301649
353,2025-03-09 21:53:47.292576,Management,Scheduled,0.6393799362072765,0.6589102254208363,0.6578040180130889,Partially Compliant,0.7538760759313321
354,2024-06-19 21:53:47.292576,Applied Arts and Crafts,Scheduled,0.6053524819336016,0.9892307191649193,0.8499159587729612,Non-Compliant,0.7495543290538033
355,2024-08-16 21:53:47.292576,Engineering,Completed,0.9787240095190481,0.9037170027673894,0.9478248801339136,Partially Compliant,0.5550711414594832
356,2025-02-01 21:53:47.292576,Engineering,Scheduled,0.5044316425567344,0.9871045861078248,0.7432737782333239,Partially Compliant,0.6947580129727043
357,2025-01-28 21:53:47.292576,Engineering,Completed,0.998910427840989,0.7758961946031634,0.5084710903374278,Non-Compliant,0.6205321729283684
358,2024-05-08 21:53:47.292576,Engineering,Completed,0.8384106494286978,0.7113473926650626,0.5612785690181189,Non-Compliant,0.5078479527981399
359,2024-04-01 21:53:47.292576,Engineering,Scheduled,0.9142346497245586,0.9193172788836746,0.5191867461384435,Fully Compliant,0.6800498153910566
360,2024-10-04 21:53:47.292576,Applied Arts and Crafts,Completed,0.6473096981730966,0.7305015672164588,0.5481142165574397,Partially Compliant,0.5449110647128024
361,2024-06-20 21:53:47.292576,Pharmacy,In Progress,0.5071576388335299,0.7197533494821393,0.5838492696106219,Non-Compliant,0.6284150188625925
362,2024-12-03 21:53:47.292576,Management,Scheduled,0.868934759280765,0.6930023968831325,0.7330802720519132,Non-Compliant,0.5462583105915473
363,2024-06-12 21:53:47.292576,Engineering,In Progress,0.9170722985003379,0.6518715912896941,0.7527949776782996,Fully Compliant,0.5504708127781994
364,2024-04-19 21:53:47.292576,Pharmacy,Scheduled,0.8702380659767596,0.7025852244067063,0.6558998483451166,Fully Compliant,0.5995056472075941
365,2024-10-27 21:53:47.292576,Pharmacy,Completed,0.5714251436504193,0.742127899389555,0.7692524678925012,Non-Compliant,0.9999246222432001
366,2024-11-20 21:53:47.292576,Management,Scheduled,0.8767139611284845,0.8695976832582921,0.44894495536681955,Fully Compliant,0.5010920714286244
367,2024-10-23 21:53:47.292576,Applied Arts and Crafts,In Progress,0.8844613910538205,0.6250259368877806,0.452672942234896,Non-Compliant,0.8193363180602027
368,2024-06-27 21:53:47.292576,Architecture,Completed,0.8292702578350275,0.6842027758661372,0.5030976762145951,Partially Compliant,0.5706218490132786
369,2024-12-13 21:53:47.292576,Architecture,Scheduled,0.8830579663977931,0.9236094561166706,0.7108464988242069,Fully Compliant,0.9603140683553879
370,2024-06-01 21:53:47.292576,Pharmacy,Scheduled,0.9229607198388661,0.6587687694335083,0.5283968072189882,Partially Compliant,0.5468164466668146
371,2024-07-24 21:53:47.292576,Management,Scheduled,0.8068020571187292,0.7370580586090086,0.5699706420955464,Partially Compliant,0.9775315935631183
372,2024-10-02 21:53:47.292576,Architecture,In Progress,0.5443023569848395,0.9458635687432561,0.6401877017037965,Partially Compliant,0.8054631937417389
373,2025-02-16 21:53:47.292576,Pharmacy,In Progress,0.7438139048336054,0.661970124457377,0.887119674406228,Non-Compliant,0.5006340384577451
374,2024-10-08 21:53:47.292576,Applied Arts and Crafts,Scheduled,0.5388246673358026,0.6330947342472759,0.40831728154771607,Partially Compliant,0.947003598958403
375,2024-07-23 21:53:47.292576,Architecture,Completed,0.7037715155162154,0.7938151980320043,0.7896272921419735,Partially Compliant,0.7608559006834592
376,2025-03-01 21:53:47.292576,Pharmacy,Completed,0.7035532445628139,0.7209678045114145,0.8013259186244113,Partially Compliant,0.6313348676652423
377,2024-04-06 21:53:47.292576,Pharmacy,In Progress,0.5330049220701207,0.8253633457935416,0.8791934682139819,Non-Compliant,0.883639588757815
378,2024-05-25 21:53:47.292576,Engineering,Completed,0.6744102669847396,0.9215219561933901,0.959651763436188,Partially Compliant,0.963332776943435
379,2025-03-14 21:53:47.292576,Applied Arts and Crafts,In Progress,0.5554990493956574,0.6548593952610973,0.4120827093695739,Partially Compliant,0.741845411573397
380,2024-05-15 21:53:47.292576,Engineering,Scheduled,0.9041176050046111,0.832279633821714,0.49227022330792974,Fully Compliant,0.6577767372215555
381,2024-05-18 21:53:47.292576,Management,In Progress,0.9738440129822354,0.8022035041559455,0.9317027764335958,Non-Compliant,0.8944725619674634
